5,11415,if
3,353,diffusion
4,766,Christ
3,70,bless
3,489,judicial
3,314,secretary
2,60,jeopardize
4,802,secure
2,23,clasp
3,176,republic
4,742,lose
5,8178,well
3,59,violin
3,241,wedding
4,475,college
4,490,impose
3,143,autobiographical
3,167,buyer
4,584,challenging
2,35,parrot
-1,-1,ise
5,1203,father
2,39,combative
3,200,embody
3,74,downtown
3,205,awkward
3,195,clinic
2,47,owl
3,182,feminism
3,123,harness
2,28,arbitrate
4,328,seldom
3,197,textbook
3,74,bald
3,129,sponsor
4,414,council
2,47,pedal
3,158,deploy
4,762,exception
3,75,ordeal
4,1004,game
5,2088,strong
4,666,signal
4,452,oxygen
4,439,gift
3,217,appetite
3,201,verify
3,199,outbreak
4,354,folk
4,694,constitute
3,104,musician
5,3071,water
4,667,spend
2,22,immensity
3,99,capsule
2,21,wrinkle
4,498,collaboration
2,24,foggy
5,1295,meet
3,147,homework
3,256,premium
5,11729,when
4,778,establishment
3,109,bicycle
3,102,peril
3,132,jail
4,340,terrible
4,690,route
5,2303,issue
4,312,haven
2,26,fabricate
3,75,spacious
4,614,pair
2,24,shiver
3,171,flavour
3,227,accidental
3,65,rob
3,78,insanity
3,233,lively
3,263,physics
4,416,register
2,25,classmate
3,123,query
3,64,icy
3,222,delight
3,59,dusk
5,1536,indeed
5,1968,importance
2,28,lubrication
3,183,blessing
2,55,expiration
2,70,edible
3,314,hybrid
3,310,momentum
2,33,astronomer
3,98,lofty
3,188,humble
2,63,leftist
3,156,pencil
4,443,adjustment
5,9457,do
5,3233,period
3,60,radiant
4,993,damage
4,1334,additional
4,389,keen
2,50,township
3,122,lid
4,621,brother
3,381,connect
3,200,gauge
4,943,origin
3,145,helpless
4,420,club
4,695,mention
5,4526,level
3,107,dogma
5,6423,my
4,426,panel
3,320,complaint
3,94,deteriorate
-1,-1,yse
4,743,everyday
1,12,lobbyist
2,66,mislead
2,16,indict
4,569,calling
4,742,narrow
2,52,southwestern
2,81,reconciliation
4,465,newspaper
3,74,flank
3,102,impair
2,21,pensioner
3,132,psychiatry
4,412,slave
3,486,worldwide
4,1075,technical
5,2556,class
3,354,Internet
2,76,interrogate
-1,-1,distill
3,89,forbid
5,14209,than
3,100,boast
3,157,deter
5,2916,something
4,636,forth
3,75,axe
4,1427,justice
5,1554,keep
4,251,cat
5,1362,near
3,117,forestry
3,115,chord
3,134,restrain
3,269,quotation
4,758,psychology
2,26,typewriter
2,54,fridge
3,205,pink
3,177,cabinet
4,587,quick
4,1136,formation
3,213,volatility
4,655,emerge
2,42,compress
3,218,imperialism
3,48,tow
4,551,acquisition
3,93,beard
1,9,immunize
3,78,propagate
2,36,biscuit
3,91,outskirts
3,216,scan
3,207,serial
3,277,obstacle
2,44,hectare
5,3625,view
2,17,idiotic
3,173,transmit
3,132,depletion
3,255,supreme
3,114,noon
2,18,shipyard
2,19,depreciate
5,2221,quality
4,374,detect
4,436,classified
3,82,railroad
4,547,minimal
2,16,cartoonist
4,309,courage
3,122,climax
4,391,liquid
2,137,skeptical
4,478,subtle
2,48,correlative
3,297,faculty
3,114,fury
4,689,frequent
4,797,explore
3,226,deployment
4,627,master
3,209,mankind
4,1020,build
2,31,buckle
3,246,gratitude
2,61,iceberg
3,59,pistol
2,16,motherly
3,258,intentional
3,99,knight
3,271,thread
2,27,locomotive
3,210,ceiling
3,165,charter
