2,77,innovate
4,1653,species
4,463,highlight
4,604,enhance
3,242,diminish
4,378,irrelevant
3,357,pragmatic
2,137,skeptical
3,111,superfluous
3,104,anomalous
5,2867,cultural
4,771,explicit
3,378,undermine
3,327,predictable
4,713,biological
3,183,contradict
4,1230,creation
3,67,intrigue
3,186,ironically
4,624,random
4,475,realistic
3,233,suppress
4,575,acknowledge
3,357,paradox
4,694,constitute
3,86,cynicism
3,113,disdain
4,933,diversity
4,612,inherent
2,47,repudiate
4,447,selective
3,259,adolescent
2,29,belie
3,282,cautious
4,510,controversial
4,992,crucial
4,399,deliberate
4,595,economics
3,164,idiosyncratic
4,622,insight
2,53,intimidate
3,250,intuition
4,547,minimal
3,168,nurture
4,811,opposition
3,323,historian
3,402,plausible
4,557,profound
3,119,sporadic
4,1179,whereas
3,195,ambivalent
3,85,discredit
3,102,disinterested
2,27,disparage
4,617,distinctive
3,140,distort
4,901,assumption
4,387,dominate
2,39,enlighten
4,639,essence
2,18,geologic
4,800,hypothesis
3,342,inconsistent
3,221,indifference
3,220,insignificant
3,113,intensify
4,457,intrinsic
4,830,decline
4,985,involvement
4,497,medieval
3,170,obsolete
2,35,primeval
4,643,problematic
3,222,provoke
3,244,reconcile
3,206,redundant
2,47,senator
4,696,systematic
4,763,genetic
3,243,trait
4,381,aggression
3,192,alleviate
3,379,assert
3,289,authoritative
4,552,bias
3,82,censure
3,301,characterize
3,190,conspicuous
3,164,constrain
4,330,obscure
4,965,corporate
4,380,demonstration
3,186,detachment
3,184,distrust
3,115,eclectic
3,244,ecology
3,183,endorsement
4,993,equally
-1,-1,favor
3,184,fossil
3,136,idealism
3,293,illusion
3,230,imminent
3,115,impractical
3,165,interdependent
3,186,intricate
3,107,irresponsible
3,264,literal
3,218,manipulate
3,409,negotiation
3,389,nonetheless
3,213,objectivity
2,8,perplex
3,251,pertinent
4,731,philosophical
3,187,portray
3,325,prediction
3,256,profitable
3,198,prose
3,166,replicate
4,478,seemingly
3,120,sincerity
4,608,subjective
3,83,substantiate
4,478,subtle
3,135,supporter
2,78,synthesize
4,727,uncertainty
2,44,unconvinced
4,1034,uniqueness
4,562,accessible
3,86,adventurous
3,359,advocate
4,444,aesthetic
3,331,ambitious
2,21,antagonize
3,76,antipathy
3,80,astronomy
4,692,autonomy
4,947,category
4,813,complexity
3,82,compliment
3,206,comprehend
4,811,conception
2,31,condescension
3,310,confront
3,269,confrontation
3,106,conscientious
4,647,consensus
4,1141,constantly
4,765,consumer
4,396,contradictory
4,984,contribution
3,231,corrupt
3,186,deliberation
4,574,dependence
3,219,derivative
3,157,deter
3,222,detrimental
3,342,deviation
3,183,devoid
3,354,discrete
3,71,dispel
3,204,disrupt
2,69,diversify
3,221,elegant
3,122,emulate
3,121,engender
3,88,enigmatic
3,154,entrepreneur
3,108,faction
3,99,flaw
4,498,formulation
2,65,frustrate
3,149,futile
3,175,illuminate
2,45,imitative
3,137,impartial
4,440,incorporate
3,145,indistinguishable
3,215,individualism
4,848,initially
3,377,integrate
3,91,judicious
4,747,labor
3,261,mandate
4,502,marginal
-1,-1,meager
4,897,mechanism
2,13,microorganism
3,100,modesty
3,249,naive
3,113,necessitate
2,70,neutralize
3,105,novelist
4,554,obligation
3,62,oblivion
2,43,obviate
3,211,orthodox
2,76,parasite
3,312,pervasive
3,282,practitioner
3,246,precedent
3,188,preclude
3,206,prerequisite
4,892,radical
4,934,regime
4,410,rigidity
2,36,specious
2,54,supersede
4,655,symbolic
4,696,tension
4,371,thoroughly
-1,-1,traveler
3,164,underlie
3,141,unnoticed
3,270,unpredictable
3,175,violate
4,628,vulnerable
1,4,aggrandize
2,70,alienate
4,791,apparently
3,157,apprehension
3,138,archaeology
3,109,augment
3,143,autobiographical
4,1168,awareness
2,65,axiomatic
3,99,boredom
3,271,bureaucratic
2,64,candid
2,24,caprice
3,100,circumvent
4,457,coherent
3,139,colored
2,53,colorful
3,260,commonplace
3,298,compensate
4,772,competitive
2,42,condone
3,76,congenial
3,222,contentious
5,2774,context
3,153,continental
3,294,continuation
4,505,continuity
4,429,conviction
4,762,cooperation
3,314,credibility
3,87,dealer
2,22,decry
3,428,defense
3,101,defer
3,206,designer
3,306,differentiate
2,18,diffidence
4,398,dilemma
2,50,disingenuous
3,207,dubious
4,1014,effectively
3,83,elegance
2,28,embellish
2,53,enigma
4,1051,entirely
3,103,ephemeral
3,81,equivocal
2,62,eschew
3,127,exacerbate
2,13,facetious
3,260,familiarity
3,173,fascination
-1,-1,favorable
2,18,feign
3,74,figurative
2,18,flout
2,68,fluctuate
3,424,foster
3,68,frivolous
3,316,genre
3,80,haphazard
3,175,hinder
3,306,hostility
4,354,ignorance
3,112,illusory
4,365,immune
3,197,inaccurate
4,517,inadequate
3,101,inconclusive
2,39,incongruity
2,60,inconsequential
2,29,indecisive
3,132,indeterminate
3,62,indulgent
2,23,inexact
3,122,ingenious
2,58,inimical
3,311,initiate
3,95,instinctive
4,537,integrity
3,253,irony
4,581,judgment
4,542,justification
2,12,laud
4,344,literacy
3,74,lyric
3,56,mediocre
4,478,methodology
3,63,monotonous
3,178,mundane
3,68,needlessly
4,1328,notion
3,205,novelty
3,217,passionate
4,406,peripheral
3,103,photographer
5,5386,politically
2,50,populate
3,103,precipitate
3,204,precursor
-1,-1,preempt
3,220,preoccupation
2,33,presumptuous
2,51,reassess
3,125,reassure
3,192,reciprocity
4,468,rejection
3,147,relentless
3,209,resentment
3,74,reviewer
3,108,ridicule
3,196,safeguard
3,73,salutary
3,117,schematic
4,327,sheer
4,386,similarity
3,280,speculation
2,15,spoilage
3,191,theater
4,761,theme
3,109,timeless
3,231,timely
3,272,trivial
3,169,uniformity
3,210,unrealistic
2,60,verifiable
2,24,wholehearted
2,32,abate
3,143,accomplishment
3,84,adamant
4,477,adaptation
4,443,adjustment
3,193,admiration
2,21,adulation
3,199,adulthood
3,91,adversity
2,13,advertiser
3,166,affirm
3,104,agreeable
2,18,allusive
3,84,altruism
3,385,ambiguous
2,82,ameliorate
2,76,anachronistic
3,324,analytic
