5,2519,became
3,113,Modernism
4,707,king
2,21,backfired
3,206,mineral
1,1,hemolymph
2,18,theoreticians
3,119,strife
5,1577,independently
4,886,Nineteenth
4,457,intrinsic
3,218,conducive
3,278,eager
5,1335,books
3,133,greed
3,128,Hawaii
5,21168,Has
5,2060,done
3,291,Feminine
3,102,agrarian
4,810,enable
-1,-1,Rossby
4,694,Rely
5,1698,create
2,19,clams
4,781,operate
4,1114,intended
2,28,oyster
4,289,delicate
3,96,tenet
-1,-1,NH
4,1086,opinion
4,405,fiction
3,129,syntax
4,624,Christianity
5,1382,anything
4,683,motions
2,36,grazer
3,172,amenable
3,172,atoms
3,96,Tudor
2,60,Schubert
2,16,radiative
5,1821,word
5,3168,say
5,3361,community
4,639,orientation
4,1348,network
2,42,photosynthetic
5,1487,character
3,125,dualism
3,251,mysterious
4,470,afford
3,128,ensemble
3,339,organize
3,74,shaky
4,350,stars
3,351,overseas
1,1,geochemically
1,1,eyedness
4,892,contributed
4,619,transmitted
2,59,fatalities
3,72,perilous
3,75,selectivity
2,57,cataracts
-1,-1,Euphorbiaceae
4,893,possibly
3,145,Gallery
2,18,legalization
4,1012,charging
3,338,induce
3,183,dioxide
5,1597,remains
2,13,surrealism
3,70,fatally
4,1196,element
4,1581,media
4,575,center
3,84,purified
4,856,slightly
4,976,specifically
5,1353,June
3,430,sensory
3,193,forces
3,365,conventions
4,522,courses
2,19,Smith
1,0,palmlike
1,1,metalloid
4,364,cool
4,948,consciousness
3,145,dissolves
4,804,translations
2,33,troupes
3,238,commonsense
5,10637,them
4,626,evil
4,686,Logical
3,103,blur
4,808,Classical
4,465,perceive
-1,-1,Dred
4,385,analogy
5,3847,larger
5,13877,About
2,56,clockwise
2,23,Unhappily
4,377,beat
4,696,systematic
5,2354,short
2,33,tics
3,152,geometric
4,889,sales
3,156,criticizing
3,182,disclosed
4,506,qualitative
5,1710,features
4,757,frame
5,2031,effectiveness
3,260,overly
5,8206,being
3,192,pumps
5,1655,moves
5,1968,importance
3,327,avoidance
3,67,ammonia
3,279,worthwhile
4,435,beneath
4,767,Tree
2,47,adenosine
3,104,usable
4,700,Proteins
4,737,accurate
3,250,Scientists
3,118,Indies
4,596,Girl
4,1123,emotional
4,576,justified
4,319,birds
3,93,Beard
5,4499,research
3,356,privacy
4,1236,firm
4,372,questioning
4,466,H
3,121,relaxing
2,45,transgressions
4,578,impressions
4,1021,vision
4,365,waters
2,10,drawbridges
4,325,worn
4,246,pupil
3,271,unrelated
3,160,inconsistency
3,282,entail
3,169,uniformity
4,576,vehicles
4,358,clocks
3,207,summarized
3,87,impinging
3,189,enzymatic
3,195,discrepancy
3,185,sanction
2,7,Grieg
5,1473,six
3,218,satellite
5,2392,involved
4,580,Boys
5,1410,measure
3,52,Pigeons
5,2025,financial
4,719,fell
4,400,sacrificed
4,949,forced
3,268,rid
3,250,critic
4,572,identities
2,37,bon
-1,-1,unpredictably
4,478,warning
4,386,peers
2,5,nebula
3,299,reproducing
3,234,analyzes
2,56,northeastern
4,539,resolving
4,682,extends
3,88,peptide
5,4889,Just
1,1,xenoliths
4,542,evaluating
1,5,Quarles
4,625,preparation
4,1029,consistent
5,8631,people
5,1417,bring
4,687,foundational
1,1,delocalize
4,1163,crimes
3,294,parameter
4,839,happen
2,41,Mystique
2,38,pacifist
-1,-1,Gutman
3,161,Psyche
4,364,cooled
3,280,anticipating
4,960,markedly
4,755,Earth
5,2630,necessary
2,19,admonished
4,993,Unless
4,744,careful
4,467,revenues
4,496,sole
3,231,accustomed
4,435,consist
5,4587,Without
4,371,Forty
5,3162,left
4,778,continuously
3,127,commentator
2,24,energizing
2,11,Bauxite
2,25,dipole
5,1568,science
3,137,swim
5,2287,Provided
2,36,jewelry
4,774,requirement
3,86,Volcanic
5,2877,society
2,24,fluoride
3,103,precipitated
3,252,salient
5,38099,From
5,16090,its
5,1428,numbers
3,104,musician
3,177,Hollywood
1,12,herbivores
4,877,leaves
4,612,inherently
4,1113,theories
2,24,spatiotemporal
5,2734,functioning
3,266,rating
-1,-1,Frederick
4,753,supporting
3,299,giants
5,8479,socially
3,233,rulers
3,300,Moreover
4,544,absent
2,34,fictive
4,468,reject
3,118,Messenger
4,328,painted
4,871,logic
-1,-1,underappreciation
4,545,guarantees
4,491,investigations
4,927,extremely
5,1564,concerned
4,468,Innovative
1,2,overexpansion
5,1793,relevant
3,101,fogs
-1,-1,underexplored
4,869,lays
5,3013,few
2,9,meteorite
3,124,diverted
4,602,critique
5,2021,design
3,122,ancestors
4,1085,speaks
2,62,implants
3,221,alignments
5,1647,Blacks
2,44,beetle
4,389,formerly
2,52,tangential
4,843,depth
4,863,techniques
4,399,refused
2,27,capitalistic
4,394,creativity
5,1806,I
3,120,monarchs
4,980,refer
-1,-1,trained
4,565,perfectly
2,21,stiffens
4,444,Aesthetic
4,1055,peace
3,279,Parliaments
4,1044,contracting
5,2049,third
5,2895,Man
5,2592,Usually
2,41,intro
4,719,substance
3,89,reactor
3,160,minerals
5,2303,issue
4,1278,addressed
4,558,adapted
1,0,bearlike
2,42,Rabbi
3,159,aristocratic
-1,-1,picked
4,377,disappeared
2,25,outstrip
3,170,explosive
5,1134,operation
4,889,index
5,3318,making
4,438,myths
4,514,portion
3,278,marking
3,144,ancestral
2,62,confounding
4,389,badly
3,102,folklore
3,122,ancestor
3,153,quantify
3,82,hunted
3,157,incidental
4,415,manifest
3,148,sterile
4,815,maximum
5,2991,Though
4,563,structured
4,806,weaknesses
3,165,interdependent
3,249,maximizing
5,1486,woman
3,306,hostility
4,874,North
4,1091,trial
4,705,distinguishes
3,272,prominence
-1,-1,Tifele
4,474,denied
3,149,validate
5,3440,Further
4,637,binding
3,110,daytime
3,182,reasoned
4,753,namely
3,86,volcanically
4,485,appreciate
4,714,driving
4,382,invisible
4,523,troops
2,58,fortuitous
4,485,feed
1,2,Sinistral
3,244,encompassing
4,850,passes
4,555,thin
3,151,generalization
1,4,northeasterly
4,571,acknowledged
5,1800,choices
3,102,Lab
-1,-1,characteris
4,498,currency
3,254,centered
4,367,switch
2,27,unifies
3,83,dwarf
2,51,extrapolations
3,200,classify
4,498,altogether
5,10188,two
4,710,determination
4,964,Indian
3,190,liabilities
3,138,disapproval
-1,-1,winds
2,56,wealthiest
5,1419,initial
4,556,attended
2,12,Verdi
3,95,deduced
4,378,render
5,4794,us
3,109,bio
5,2615,services
3,68,tighten
5,2991,though
5,18508,he
4,478,resist
3,153,awake
4,863,examine
4,642,roots
-1,-1,differen
4,792,repeated
2,27,portraiture
5,1556,occurs
1,2,multispectral
4,411,eliminating
5,9233,Any
5,2038,appropriately
4,413,exhibits
5,1752,ever
3,126,intolerance
3,116,Pittsburgh
4,687,acceptance
4,855,transport
4,1043,sought
5,3749,become
2,11,expressionism
4,483,preceding
3,82,railroad
4,1294,toward
5,1727,appears
1,6,dehydrate
3,402,plausible
4,466,stressed
3,341,Morgan
3,70,fungi
1,2,beekeepers
5,1597,alternative
3,114,regulators
5,53149,On
3,143,oxides
4,763,genetic
3,135,discrepancies
4,566,regardless
5,1784,written
4,984,contributions
3,225,governors
3,103,deviates
1,4,Mechanization
3,257,suppliers
3,101,defer
-1,-1,developing
4,574,hierarchy
3,117,endurance
3,306,strengthening
3,67,fervent
3,78,syntactically
3,133,mantle
2,61,coalesced
4,989,born
3,150,inadequacy
5,1353,settings
3,103,conserve
3,185,notation
4,495,repeatedly
1,7,advection
3,142,nobility
4,663,emergence
2,57,cataract
2,44,rearranges
1,5,Echolocating
1,0,nannoplankton
2,42,fission
3,285,concluding
4,980,eventually
3,192,warned
-1,-1,actos
5,1568,sciences
4,314,frames
3,100,cleaner
5,2476,real
3,354,discrete
4,634,west
4,971,protects
4,895,advanced
2,16,triglycerides
4,1109,descriptions
2,11,tannin
3,204,fearful
4,1058,Intellectual
1,4,soybeans
5,3296,Later
5,10491,sees
3,177,shipping
4,342,brown
4,573,selected
4,623,composed
2,22,smelting
2,45,secrete
3,100,postulated
4,348,basically
4,991,speaking
4,345,esteem
4,574,musical
2,48,buttressed
2,28,pollutants
3,248,specification
4,673,greatly
4,850,greatest
5,3998,facts
4,313,sky
3,193,romance
3,205,novelty
5,45433,or
4,1063,Theoretical
5,4425,takes
4,993,unless
5,2303,issues
3,340,enduring
4,735,defenses
4,736,client
4,553,reverse
3,269,quotation
5,3079,international
5,1648,believed
5,3625,view
2,22,keener
3,181,sophistication
4,610,yielded
4,493,Arab
4,783,improvements
5,5607,does
2,12,aver
2,50,bachelor
2,52,misunderstands
4,621,preference
2,47,philosophically
3,85,discredit
2,68,pitted
5,1841,lack
3,343,denial
2,35,bracing
2,46,Fuchs
4,966,criminals
4,632,illustrate
3,165,monarchy
4,1178,absence
4,810,appeals
3,209,fragments
5,2268,Plays
4,593,neutral
5,1870,beyond
3,355,triggers
2,27,Milky
4,295,depressed
2,21,Arrhenius
1,2,biomaterials
4,451,adversely
5,4921,Long
4,1089,distinct
3,74,diamonds
3,63,microwave
5,1354,continues
4,815,novel
3,62,runner
3,187,portrayed
4,1279,providing
3,178,mutation
4,596,relevance
2,15,discordance
3,333,exceed
5,1693,content
5,1796,training
4,1018,secondary
4,826,mixed
4,942,everyone
2,28,lipoproteins
3,234,analyzed
4,345,Praise
4,414,nervous
3,150,rebels
3,273,descent
5,1628,brought
3,111,sediments
3,74,treacherously
4,683,complicated
3,202,segregation
4,610,adding
4,813,apart
3,160,guise
4,436,dual
5,1597,sites
5,3836,policy
4,972,linked
5,31469,at
5,1547,wider
3,284,masks
5,2237,focusing
3,338,disagreement
3,196,alternatively
3,124,sparsely
5,1339,families
5,1967,V
4,436,behave
5,1768,seemed
4,742,infection
2,10,garnet
3,78,plaintiffs
3,288,coastal
4,629,surgery
4,1221,applying
4,1072,seeking
4,407,fed
3,129,dispersion
3,61,physicists
4,362,shopping
5,3100,hand
3,291,exert
4,376,interior
4,713,biological
3,234,cite
5,1686,highly
2,64,Diaspora
4,619,experimentally
3,284,densely
3,166,thrive
5,4353,groups
3,108,inspected
4,363,conflicting
3,213,legend
4,759,acquired
3,140,foreground
3,125,anecdotal
4,490,capitalism
4,611,device
2,16,happenstance
5,1715,America
3,285,published
3,256,mixing
3,456,coordination
4,411,substituted
5,1851,Simple
4,488,trace
4,658,block
4,797,explore
4,502,indigenous
-1,-1,Asterionella
3,120,sensibilities
1,9,ovules
-1,-1,tiation
2,20,Paxton
4,328,seldom
3,282,forum
4,697,conversation
2,24,perpetrating
4,1271,challenge
3,116,veto
4,406,peripheral
3,99,metallic
2,25,char
3,313,harsher
3,219,unusually
3,97,exaggeration
3,283,disagree
-1,-1,inaccu
5,2087,faces
3,323,placement
3,100,rocky
4,530,carbon
5,1795,N
4,915,components
-1,-1,travelers
4,594,intense
5,1289,determined
3,198,extinction
3,86,cynicism
4,576,enormous
2,14,olivine
4,1173,dependent
-1,-1,haired
2,48,forthright
2,39,Arctic
4,814,fashions
3,146,talented
4,1033,carry
3,158,dominating
-1,-1,anticommunist
3,78,vents
3,280,electron
4,871,respond
3,163,fifteenth
2,38,decoded
1,2,corundum
5,7559,way
4,548,expense
4,458,professions
5,2004,meaning
4,896,entered
2,18,untangle
5,38581,not
4,412,Enthusiasm
4,1081,Nation
4,798,approximately
2,35,Tocqueville
3,233,suppress
3,85,stacked
3,308,varieties
4,504,mortality
2,16,galaxies
5,2916,something
5,4914,power
4,429,conviction
4,799,schemes
3,140,distorted
3,340,surgical
4,636,forth
4,895,classes
4,519,solving
3,250,extremes
2,61,impure
4,632,illustrating
3,121,petroleum
4,462,sustain
3,353,transparent
2,9,Timekeeping
3,166,attentive
5,1888,pressure
4,567,likelihood
3,65,pillows
3,148,outweigh
3,218,disposed
4,1208,interaction
4,405,Fiction
1,6,colloquialism
4,830,declined
3,333,converting
3,133,acres
2,6,Suppliant
5,1571,CO
2,33,vestiges
4,1231,learn
3,92,sympathies
3,149,lethal
4,771,explicitly
1,2,Nain
4,514,accuracy
5,1354,continue
2,13,snowstorm
3,80,Elemental
3,83,Cane
2,11,bauxite
3,151,accelerated
4,767,tree
4,1334,Additional
4,399,deliberate
5,1349,solution
5,1563,truths
2,20,mercurial
3,166,nitrogen
5,2271,current
5,1709,Writing
4,1014,doubled
4,1063,theoretical
4,901,piecing
4,1017,attacked
5,1507,volume
4,1194,intervention
5,2244,Modern
3,196,trails
4,974,stop
4,627,thousands
4,457,inquiry
4,344,organ
5,1437,professionals
4,488,Presumably
5,2795,positioned
3,73,disabling
3,84,nationalities
3,253,creatures
5,1711,environmental
2,7,Windermere
3,93,synthesized
3,137,startling
4,739,document
4,504,ignored
5,2548,until
4,550,quantity
-1,-1,Luis
5,19803,more
3,87,grandeur
3,122,migrates
3,347,Arguably
2,28,misinterprets
3,189,stripped
3,199,wells
5,7963,both
4,802,resolution
3,167,wording
2,20,Intercellular
-1,-1,getting
3,262,abundant
-1,-1,associated
4,789,presents
4,612,Estimates
3,217,clashed
5,1871,England
4,799,scheme
5,1409,patterns
2,8,lowers
4,791,arising
3,160,incoming
4,976,Specifically
5,1536,indeed
1,-1,Geohydrology
3,250,restraint
3,124,elasticity
2,13,transmuted
5,4001,Role
3,135,cornerstone
4,1196,statement
2,32,overshadowed
4,922,Students
2,71,synonym
5,2413,deaths
4,629,valid
4,492,explorations
5,1298,leave
4,1204,picture
3,114,Mayor
5,1556,occur
5,3682,models
5,3625,since
5,1483,requiring
3,283,globe
5,2812,relatedness
4,785,manage
4,695,mentioned
4,816,keeping
5,2625,natural
4,1207,emphasis
4,901,assumptions
3,302,Professor
-1,-1,Manchester
3,148,morphological
4,423,artificial
4,348,holes
3,265,unfortunately
1,0,Cycas
4,698,necessity
5,1967,v
3,148,activation
5,1287,figures
3,266,revival
4,665,saved
4,338,Disadvantages
-1,-1,transplantations
-1,-1,duced
4,689,differ
5,8631,People
4,644,daughters
4,1034,uniquely
2,18,wilds
3,349,diminished
4,656,chief
4,1014,double
4,868,obtain
3,213,fan
3,129,electronics
3,355,triggered
4,382,satisfactorily
3,94,dive
4,655,emerges
4,1191,scientific
4,586,departments
5,2006,total
4,984,contribution
-1,-1,carpa
4,733,excellent
4,705,mechanical
2,63,irrationality
5,2795,culture
2,43,expire
4,737,accurately
4,413,exhibited
3,203,blocking
5,1957,food
4,541,retaining
5,3330,history
3,350,virus
4,1039,Explanations
5,6428,after
